"ID"	"symbol"	"Module"	"probeset_id"	"seqname"	"strand"	"start"	"stop"	"total_probes"	"EntrezGene"
3340449	"SLCO2B1"	"M2"	3340449	"chr11"	"+"	"74846466"	"74948192"	195	"11309"
3340589	"SERPINH1"	"M27"	3340589	"chr11"	"+"	"75260734"	"75283816"	96	"871"
3340665	"DGAT2"	"M15"	3340665	"chr11"	"+"	"75479596"	"75512545"	103	"84649"
3340913	"C11orf30"	"M20"	3340913	"chr11"	"+"	"76126249"	"76264049"	217	"56946"
3341024	"TSKU"	"M20"	3341024	"chr11"	"+"	"76447062"	"76509184"	57	"25987"
3341061	"ACER3"	"M2"	3341061	"chr11"	"+"	"76550022"	"76737834"	167	"55331"
3341155	"CAPN5"	"M20"	3341155	"chr11"	"+"	"76777930"	"76837196"	144	"726"
3341440	"C11orf67"	"M2"	3341440	"chr11"	"+"	"77530483"	"77629468"	159	"28971"
3341539	"KCTD21"	"M20"	3341539	"chr11"	"+"	"77884831"	"77886562"	9	"100289388"
3342426	"C11orf82"	"M1"	3342426	"chr11"	"+"	"82612750"	"82669346"	94	"220042"
3342525	"PCF11"	"M20"	3342525	"chr11"	"+"	"82868050"	"82897007"	168	"51585"
3342569	"ANKRD42"	"M2"	3342569	"chr11"	"+"	"82904740"	"82971475"	142	"338699"
3342983	"TMEM126B"	"M2"	3342983	"chr11"	"+"	"85339652"	"85347950"	65	"55863"
3343008	"TMEM126A"	"M2"	3343008	"chr11"	"+"	"85338464"	"85370133"	69	"84233"
3343252	"C11orf73"	"M20"	3343252	"chr11"	"+"	"86006381"	"86070672"	127	"51501"
3343452	"PRSS23"	"M20"	3343452	"chr11"	"+"	"86511562"	"86663932"	74	"11098"
3343900	"FOLH1"	"M2"	3343900	"chr11"	"+"	"89358376"	"89693866"	132	"219595"
3344142	"NAALAD2"	"M2"	3344142	"chr11"	"+"	"89851558"	"89926061"	179	"10003"
3344861	"C11orf54"	"M14"	3344861	"chr11"	"+"	"93474080"	"93497496"	112	"28970"
3344897	"MED17"	"M20"	3344897	"chr11"	"+"	"93517371"	"93546577"	123	"9440"
3344990	"PANX1"	"M20"	3344990	"chr11"	"+"	"93862020"	"93918757"	105	"24145"
3345107	"ANKRD49"	"M20"	3345107	"chr11"	"+"	"94226710"	"94233103"	60	"54851"
3345157	"PIWIL4"	"M20"	3345157	"chr11"	"+"	"94293456"	"94354587"	119	"143689"
3345222	"AMOTL1"	"M20"	3345222	"chr11"	"+"	"94462137"	"94646703"	357	"154810"
3345340	"KDM4D"	"M20"	3345340	"chr11"	"+"	"94706542"	"94732674"	52	"55693"
3345427	"ENDOD1"	"M2"	3345427	"chr11"	"+"	"94823023"	"94865801"	98	"23052"
3345593	"CEP57"	"M20"	3345593	"chr11"	"+"	"95522129"	"95565851"	163	"9702"
3345774	"JRKL"	"M20"	3345774	"chr11"	"+"	"96123821"	"96126765"	44	"8690"
3345940	"CNTN5"	"M2"	3345940	"chr11"	"+"	"98891670"	"100341625"	493	"53942"
3346147	"TMEM133"	"M18"	3346147	"chr11"	"+"	"100557961"	"100864664"	330	"83935"
3346412	"C11orf70"	"M3"	3346412	"chr11"	"+"	"101918132"	"101955281"	88	"85016"
3346453	"YAP1"	"M18"	3346453	"chr11"	"+"	"101981169"	"102104256"	217	"10413"
3347118	"GRIA4"	"M2"	3347118	"chr11"	"+"	"105462602"	"105852815"	305	"2893"
3347234	"AASDHPPT"	"M20"	3347234	"chr11"	"+"	"105936258"	"106042271"	110	"60496"
3347431	"ELMOD1"	"M20"	3347431	"chr11"	"+"	"107462007"	"107540139"	104	"55531"
3347533	"RAB39"	"M20"	3347533	"chr11"	"+"	"107799252"	"107834206"	28	"54734"
3347939	"C11orf87"	"M16"	3347939	"chr11"	"+"	"109271034"	"109311051"	62	"399947"
3348551	"C11orf88"	"M3"	3348551	"chr11"	"+"	"111385394"	"111407939"	60	"399949"
3348568	"LAYN"	"M2"	3348568	"chr11"	"+"	"111411233"	"111432734"	114	"143903"
3348748	"C11orf1"	""	3348748	"chr11"	"+"	"111749678"	"111756699"	48	"64776"
3348765	"HSPB2"	"M2"	3348765	"chr11"	"+"	"111782976"	"111784816"	20	"3316"
3348773	"C11orf52"	""	3348773	"chr11"	"+"	"111789697"	"111797594"	29	"91894"
3348891	"C11orf57"	"M20"	3348891	"chr11"	"+"	"111944877"	"111955857"	65	"55216"
3348911	"SDHD"	"M2"	3348911	"chr11"	"+"	"111957568"	"111990265"	63	"6392"
3348940	"BCO2"	"M2"	3348940	"chr11"	"+"	"112035716"	"112096118"	174	"83875"
3349014	"PTS"	""	3349014	"chr11"	"+"	"112096516"	"112104693"	73	"5805"
3349051	"LOC100132686"	""	3349051	"chr11"	"+"	"112130998"	"112132125"	12	"100132686"
3349453	"TTC12"	"M2"	3349453	"chr11"	"+"	"113185283"	"113244016"	295	"54970"
3349660	"HTR3B"	"M15"	3349660	"chr11"	"+"	"113775519"	"113817283"	62	"9177"
3349688	"HTR3A"	""	3349688	"chr11"	"+"	"113845830"	"113861032"	57	"3359"
3349719	"ZBTB16"	"M2"	3349719	"chr11"	"+"	"113930325"	"114121463"	404	"7704"
3349858	"NNMT"	"M15"	3349858	"chr11"	"+"	"114128529"	"114184258"	132	"4837"
3349918	"RBM7"	"M20"	3349918	"chr11"	"+"	"114271329"	"114285125"	71	"10179"
3350027	"FAM55B"	""	3350027	"chr11"	"+"	"114494516"	"114579352"	69	"120406"
3350830	"TAGLN"	"M2"	3350830	"chr11"	"+"	"117069715"	"117081009"	76	"6876"
3351166	"IL10RA"	"M4"	3351166	"chr11"	"+"	"117857109"	"117872188"	84	"3587"
3351359	"ATP5L"	"M2"	3351359	"chr11"	"+"	"118271889"	"118302191"	73	"10632"
3351461	"MLL"	""	3351461	"chr11"	"+"	"118307927"	"118309837"	24	"4297"
3351498	"TMEM25"	""	3351498	"chr11"	"+"	"118401823"	"118420124"	96	"84866"
3351564	"PHLDB1"	"M2"	3351564	"chr11"	"+"	"118477175"	"118528729"	236	"23187"
3351688	"UPK2"	"M20"	3351688	"chr11"	"+"	"118795775"	"118829269"	77	"7379"
3351775	"TRAPPC4"	"M20"	3351775	"chr11"	"+"	"118889162"	"118896154"	60	"51399"
3351841	"HMBS"	"M20"	3351841	"chr11"	"+"	"118955593"	"118965479"	162	"3145"
3351895	"C2CD2L"	"M2"	3351895	"chr11"	"+"	"118978061"	"118989527"	130	"9854"
3351975	"ABCG4"	"M2"	3351975	"chr11"	"+"	"119019760"	"119033361"	84	"64137"
3352130	"RNF26"	""	3352130	"chr11"	"+"	"119205237"	"119208007"	12	"79102"
3352159	"LOC100130353"	"M2"	3352159	"chr11"	"+"	"119252345"	"119529984"	174	"100499227"
3352404	"OAF"	"M2"	3352404	"chr11"	"+"	"120053548"	"120101021"	109	"220323"
3352618	"GRIK4"	"M2"	3352618	"chr11"	"+"	"120382467"	"120857409"	518	"2900"
3352847	"TECTA"	"M15"	3352847	"chr11"	"+"	"120971892"	"121091836"	173	"7007"
3352948	"SORL1"	"M2"	3352948	"chr11"	"+"	"121322920"	"121572787"	583	"6653"
3353335	"UBASH3B"	"M20"	3353335	"chr11"	"+"	"122500793"	"122685179"	304	"84959"
3353417	"CRTAM"	"M19"	3353417	"chr11"	"+"	"122704939"	"122743345"	74	"56253"
3353441	"C11orf63"	"M20"	3353441	"chr11"	"+"	"122753042"	"122846754"	214	"79864"
3353640	"GRAMD1B"	"M2"	3353640	"chr11"	"+"	"123229145"	"123498475"	543	"57476"
3353879	"OR10G8"	""	3353879	"chr11"	"+"	"123900330"	"123909693"	26	"219869"
3353914	"VWA5A"	"M2"	3353914	"chr11"	"+"	"123951524"	"124033515"	230	"4013"
3354156	"PANX3"	""	3354156	"chr11"	"+"	"124460156"	"124490928"	60	"116337"
3354210	"SPA17"	"M2"	3354210	"chr11"	"+"	"124543782"	"124595597"	64	"53340"
3354227	"NRGN"	"M15"	3354227	"chr11"	"+"	"124589226"	"124617878"	48	"4900"
3354380	"HEPACAM"	"M2"	3354380	"chr11"	"+"	"124789156"	"124790571"	12	"641654"
3354535	"PKNOX2"	"M15"	3354535	"chr11"	"+"	"125034612"	"125314000"	409	"63876"
3354799	"CHEK1"	"M1"	3354799	"chr11"	"+"	"125495375"	"125546147"	152	"1111"
3354896	"DDX25"	"M20"	3354896	"chr11"	"+"	"125773291"	"125793299"	79	"29118"
3355021	"FAM118B"	"M20"	3355021	"chr11"	"+"	"126081639"	"126133087"	89	"79607"
3355056	"FOXRED1"	""	3355056	"chr11"	"+"	"126139019"	"126148026"	112	"55572"
3355733	"FLI1"	""	3355733	"chr11"	"+"	"128562626"	"128706418"	269	"2313"
3355860	"KCNJ5"	""	3355860	"chr11"	"+"	"128761313"	"128794883"	44	"3762"
3356038	"TMEM45B"	""	3356038	"chr11"	"+"	"129685734"	"129729898"	107	"120224"
3356417	"C11orf44"	"M20"	3356417	"chr11"	"+"	"130542874"	"130587237"	17	"283171"
3357237	"JAM3"	"M2"	3357237	"chr11"	"+"	"133938844"	"134021649"	131	"83700"
3357346	"GLB1L3"	"M2"	3357346	"chr11"	"+"	"134146271"	"134200731"	166	"112937"
3357397	"GLB1L2"	"M1"	3357397	"chr11"	"+"	"134201806"	"134248235"	270	"89944"
3358241	"SCT"	""	3358241	"chr11"	"-"	"626313"	"627173"	22	"6343"
3358393	"CEND1"	"M2"	3358393	"chr11"	"-"	"787123"	"790123"	28	"51286"
3358492	"POLR2L"	"M2"	3358492	"chr11"	"-"	"839804"	"860328"	111	"5441"
3358742	"TOLLIP"	"M2"	3358742	"chr11"	"-"	"1295633"	"1330874"	115	"54472"
3358854	"DUSP8"	"M2"	3358854	"chr11"	"-"	"1575282"	"1670041"	119	"1850"
3358897	"KRTAP5-2"	"M2"	3358897	"chr11"	"-"	"1618431"	"1619480"	24	"440021"
3358917	"KRTAP5-4"	""	3358917	"chr11"	"-"	"1639221"	"1660333"	33	"387267"
3359121	"IGF2"	"M26"	3359121	"chr11"	"-"	"2150360"	"2151150"	15	"3481"
3359134	"IGF2"	"M26"	3359134	"chr11"	"-"	"2132300"	"2179563"	116	"3481"
3359171	"INS"	"M20"	3359171	"chr11"	"-"	"2181016"	"2182439"	30	"3630"
3359230	"C11orf21"	""	3359230	"chr11"	"-"	"2316878"	"2323280"	32	"29125"
3359461	"PHLDA2"	"M2"	3359461	"chr11"	"-"	"2949514"	"2950843"	28	"7262"
3359601	"OSBPL5"	"M20"	3359601	"chr11"	"-"	"3108353"	"3209438"	236	"114879"
3359751	"ZNF195"	"M20"	3359751	"chr11"	"-"	"3360394"	"3400428"	108	"7748"
3359881	"ART5"	""	3359881	"chr11"	"-"	"3658267"	"3663808"	42	"116969"
3360006	"RHOG"	"M2"	3360006	"chr11"	"-"	"3848211"	"3886382"	44	"391"
3360142	"TRIM21"	"M2"	3360142	"chr11"	"-"	"4406138"	"4414916"	73	"6737"
3360182	"C11orf40"	""	3360182	"chr11"	"-"	"4592653"	"4599050"	14	"143501"
3360189	"TRIM68"	"M20"	3360189	"chr11"	"-"	"4619917"	"4629482"	42	"55128"
3360219	"OR51E2"	""	3360219	"chr11"	"-"	"4687215"	"4719881"	59	"81285"
3360277	"OR52R1"	""	3360277	"chr11"	"-"	"4824663"	"4825652"	13	"119695"
3360287	"OR51S1"	""	3360287	"chr11"	"-"	"4851092"	"4870438"	20	"119692"
3360325	"OR51A4"	""	3360325	"chr11"	"-"	"4967389"	"4968330"	25	"401666"
3360364	"OR52A4"	""	3360364	"chr11"	"-"	"5141851"	"5142808"	17	"390053"
3360396	"OR51V1"	""	3360396	"chr11"	"-"	"5220965"	"5221968"	14	"283111"
3360401	"HBB"	"M2"	3360401	"chr11"	"-"	"5245549"	"5248407"	48	"3043"
3360456	"HBE1"	"M20"	3360456	"chr11"	"-"	"5289579"	"5368140"	75	"282763"
3360622	"TRIM5"	""	3360622	"chr11"	"-"	"5667051"	"5959839"	178	"85363"
3360675	"OR52N1"	""	3360675	"chr11"	"-"	"5809084"	"5822413"	24	"79473"
3360684	"OR52E6"	"M2"	3360684	"chr11"	"-"	"5862186"	"5863127"	8	"390078"
3360719	"OR56A4"	""	3360719	"chr11"	"-"	"6023285"	"6024301"	15	"120793"
3360800	"PRKCDBP"	"M2"	3360800	"chr11"	"-"	"6318462"	"6341857"	47	"112464"
3360874	"HPX"	"M20"	3360874	"chr11"	"-"	"6452287"	"6463809"	95	"3263"
3361041	"TPP1"	"M2"	3361041	"chr11"	"-"	"6634007"	"6640660"	114	"1200"
3361072	"DCHS1"	"M20"	3361072	"chr11"	"-"	"6642387"	"6677038"	134	"8642"
3361225	"OR6A2"	""	3361225	"chr11"	"-"	"6815756"	"6819779"	24	"8590"
3361245	"ZNF214"	"M20"	3361245	"chr11"	"-"	"7020549"	"7041768"	58	"7761"
3361381	"CYB5R2"	"M2"	3361381	"chr11"	"-"	"7686336"	"7709665"	152	"51700"
3361504	"OR5P3"	""	3361504	"chr11"	"-"	"7846584"	"7847519"	23	"120066"
3361621	"RIC3"	"M2"	3361621	"chr11"	"-"	"8114514"	"8190577"	171	"79608"
3361672	"LMO1"	"M20"	3361672	"chr11"	"-"	"8227968"	"8390601"	516	"4004"
3361811	"STK33"	"M3"	3361811	"chr11"	"-"	"8413429"	"8615629"	167	"65975"
3361971	"ST5"	"M2"	3361971	"chr11"	"-"	"8713154"	"8932493"	459	"6764"
3362118	"ASCL3"	""	3362118	"chr11"	"-"	"8959031"	"8964580"	19	"56676"
3362159	"NRIP3"	"M2"	3362159	"chr11"	"-"	"9002125"	"9026189"	69	"56675"
3362191	"SCUBE2"	"M17"	3362191	"chr11"	"-"	"9041939"	"9115668"	204	"57758"
3362468	"SBF2"	"M20"	3362468	"chr11"	"-"	"9799738"	"10315764"	616	"81846"
3362826	"LYVE1"	"M26"	3362826	"chr11"	"-"	"10579440"	"10590598"	62	"10894"
3362852	"MRVI1"	"M2"	3362852	"chr11"	"-"	"10592567"	"10735276"	233	"10335"
3362934	"ZBED5"	"M20"	3362934	"chr11"	"-"	"10833631"	"10880568"	109	"58486"
3363091	"GALNTL4"	"M2"	3363091	"chr11"	"-"	"11292431"	"11661359"	410	"374378"
3363923	"COPB1"	"M20"	3363923	"chr11"	"-"	"14465006"	"14521396"	209	"1315"
3364095	"CYP2R1"	"M20"	3364095	"chr11"	"-"	"14899572"	"14913732"	68	"120227"
3364119	"CYP2R1"	"M20"	3364119	"chr11"	"-"	"14912094"	"14913173"	20	"120227"
3364306	"SOX6"	"M1"	3364306	"chr11"	"-"	"15922881"	"16760332"	603	"55553"
3364525	"PLEKHA7"	"M1"	3364525	"chr11"	"-"	"16632482"	"17035948"	577	"144100"
3364869	"KCNJ11"	"M2"	3364869	"chr11"	"-"	"17406810"	"17410864"	32	"3767"
3364878	"ABCC8"	"M2"	3364878	"chr11"	"-"	"17414434"	"17508078"	485	"6833"
3365014	"USH1C"	"M2"	3365014	"chr11"	"-"	"17515454"	"17565948"	295	"10083"
3365136	"SERGEF"	"M2"	3365136	"chr11"	"-"	"17809599"	"18034679"	213	"26297"
3365203	"TPH1"	""	3365203	"chr11"	"-"	"18039104"	"18067804"	77	"7166"
3365249	"SAAL1"	"M20"	3365249	"chr11"	"-"	"18091500"	"18127627"	113	"113174"
3365282	"SAA3P"	""	3365282	"chr11"	"-"	"18134020"	"18137679"	38	"6290"
3365360	"HPS5"	"M2"	3365360	"chr11"	"-"	"18293659"	"18344050"	237	"11234"
3365437	"TSG101"	"M20"	3365437	"chr11"	"-"	"18490380"	"18548489"	167	"7251"
3365601	"PTPN5"	"M10"	3365601	"chr11"	"-"	"18749479"	"18814553"	176	"84867"
3365776	"E2F8"	"M1"	3365776	"chr11"	"-"	"19245614"	"19306730"	129	"79733"
3366519	"FANCF"	"M20"	3366519	"chr11"	"-"	"22643978"	"22676818"	63	"2188"
3367036	"CCDC34"	"M20"	3367036	"chr11"	"-"	"27239583"	"27385405"	203	"91057"
3367096	"LGR4"	"M2"	3367096	"chr11"	"-"	"27387241"	"27505699"	307	"55366"
3367183	"LIN7C"	"M20"	3367183	"chr11"	"-"	"27515754"	"27528299"	53	"55327"
3367231	"BDNF"	"M2"	3367231	"chr11"	"-"	"27676444"	"27743590"	168	"627"
3367338	"KIF18A"	"M1"	3367338	"chr11"	"-"	"27955514"	"28129784"	147	"81930"
3367580	"KCNA4"	"M2"	3367580	"chr11"	"-"	"29991173"	"30038513"	66	"3739"
3367673	"MPPED2"	"M20"	3367673	"chr11"	"-"	"30431638"	"30616114"	307	"744"
3367788	"DCDC5"	"M3"	3367788	"chr11"	"-"	"30851914"	"31275485"	457	"100506627"
3367917	"DCDC1"	"M3"	3367917	"chr11"	"-"	"31284172"	"31391666"	116	"341019"
3367965	"IMMP1L"	"M20"	3367965	"chr11"	"-"	"31451735"	"31531169"	176	"196294"
3368054	"PAX6"	"M2"	3368054	"chr11"	"-"	"31810096"	"31907457"	340	"5080"
3368398	"CCDC73"	""	3368398	"chr11"	"-"	"32623792"	"32851580"	168	"493860"
3368520	"CSTF3"	"M20"	3368520	"chr11"	"-"	"33098472"	"33211923"	216	"1479"
3368707	"CD59"	"M2"	3368707	"chr11"	"-"	"33719821"	"33758230"	154	"966"
3368940	"ABTB2"	"M2"	3368940	"chr11"	"-"	"34170302"	"34379652"	448	"25841"
3369366	"SLC1A2"	"M2"	3369366	"chr11"	"-"	"35259698"	"35442682"	258	"6506"
3369442	"PAMR1"	"M2"	3369442	"chr11"	"-"	"35453383"	"35560152"	204	"25891"
3369755	"COMMD9"	"M20"	3369755	"chr11"	"-"	"36290512"	"36294951"	16	"29099"
3369890	"TRAF6"	"M20"	3369890	"chr11"	"-"	"36508597"	"36532364"	92	"7189"
3369931	"RAG2"	""	3369931	"chr11"	"-"	"36612746"	"36622271"	55	"5897"
3370269	"LRRC4C"	"M16"	3370269	"chr11"	"-"	"40134980"	"40341271"	65	"57689"
3371003	"TP53I11"	"M20"	3371003	"chr11"	"-"	"44907454"	"44984800"	193	"9537"
3371114	"SYT13"	"M20"	3371114	"chr11"	"-"	"45261749"	"45307870"	92	"57586"
3371225	"CHST1"	"M15"	3371225	"chr11"	"-"	"45670431"	"45723808"	100	"8534"
3371537	"CHRM4"	"M15"	3371537	"chr11"	"-"	"46405352"	"46408107"	24	"1132"
3371964	"PACSIN3"	"M2"	3371964	"chr11"	"-"	"47198539"	"47208674"	84	"29763"
3371986	"NUP160"	"M20"	3371986	"chr11"	"-"	"47212704"	"47901472"	416	"23279"
3372174	"SPI1"	"M4"	3372174	"chr11"	"-"	"47376387"	"47430623"	103	"6688"
3372337	"KBTBD4"	"M20"	3372337	"chr11"	"-"	"47593750"	"47600786"	44	"55709"
3372420	"AGBL2"	"M3"	3372420	"chr11"	"-"	"47681143"	"47736910"	134	"79841"
3372896	"FOLH1"	"M2"	3372896	"chr11"	"-"	"49145712"	"49230222"	165	"2346"
3373046	"OR4C12"	""	3373046	"chr11"	"-"	"49997144"	"50004037"	26	"283093"
3373070	"LOC441601"	"M2"	3373070	"chr11"	"-"	"50205720"	"50280104"	166	"441601"
3373272	"OR5W2"	""	3373272	"chr11"	"-"	"55681048"	"55682196"	31	"390148"
3373281	"OR5I1"	""	3373281	"chr11"	"-"	"55702932"	"55703915"	22	"10798"
3373383	"OR5T2"	""	3373383	"chr11"	"-"	"55999606"	"56000661"	23	"219464"
3373431	"OR5M8"	""	3373431	"chr11"	"-"	"56257911"	"56258846"	20	"219484"
3373453	"OR5M10"	""	3373453	"chr11"	"-"	"56294044"	"56345246"	31	"390167"
3373463	"OR5M11"	""	3373463	"chr11"	"-"	"56309816"	"56310733"	20	"219487"
3373487	"OR5M1"	""	3373487	"chr11"	"-"	"56380031"	"56388280"	31	"390168"
3373503	"OR5AP2"	""	3373503	"chr11"	"-"	"56408965"	"56409918"	10	"338675"
3373520	"OR9G4"	""	3373520	"chr11"	"-"	"56510304"	"56519063"	28	"283189"
3373630	"APLNR"	"M2"	3373630	"chr11"	"-"	"56969843"	"57019430"	95	"187"
3373724	"SSRP1"	"M20"	3373724	"chr11"	"-"	"57088751"	"57103442"	176	"6749"
3373845	"SLC43A3"	"M20"	3373845	"chr11"	"-"	"57174432"	"57195053"	119	"29015"
3373946	"TIMM10"	""	3373946	"chr11"	"-"	"57295938"	"57308980"	43	"26519"
3373962	"UBE2L6"	"M20"	3373962	"chr11"	"-"	"57319138"	"57335800"	77	"9246"
3374061	"YPEL4"	"M2"	3374061	"chr11"	"-"	"57412567"	"57417430"	69	"219539"
3374083	"MED19"	""	3374083	"chr11"	"-"	"57467645"	"57479775"	59	"219541"
3374213	"OR1S2"	""	3374213	"chr11"	"-"	"57970676"	"57971653"	13	"219958"
3374224	"OR10W1"	""	3374224	"chr11"	"-"	"58034274"	"58035722"	22	"81341"
3374402	"LPXN"	"M2"	3374402	"chr11"	"-"	"58294349"	"58345883"	104	"9404"
3374517	"GLYATL2"	""	3374517	"chr11"	"-"	"58601538"	"58626306"	45	"219970"
3374746	"PATL1"	"M20"	3374746	"chr11"	"-"	"59404194"	"59436523"	147	"219988"
3374793	"OR10V1"	""	3374793	"chr11"	"-"	"59480389"	"59489688"	18	"390201"
3374856	"MRPL16"	"M14"	3374856	"chr11"	"-"	"59573578"	"59578345"	65	"54948"
3374934	"MS4A6A"	"M2"	3374934	"chr11"	"-"	"59911951"	"60034083"	191	"64231"
3375041	"GPR44"	""	3375041	"chr11"	"-"	"60618413"	"60626469"	28	"11251"
3375147	"VPS37C"	"M2"	3375147	"chr11"	"-"	"60896648"	"60943558"	151	"55048"
3375396	"SYT7"	"M2"	3375396	"chr11"	"-"	"61281191"	"61353667"	159	"9066"
3375648	"FTH1"	"M2"	3375648	"chr11"	"-"	"61731761"	"61736027"	76	"2495"
3375708	"SCGB1D4"	""	3375708	"chr11"	"-"	"62041214"	"62088921"	29	"404552"
3375735	"AHNAK"	"M2"	3375735	"chr11"	"-"	"62201018"	"62315012"	208	"79026"
3375862	"MTA2"	"M20"	3375862	"chr11"	"-"	"62360686"	"62369014"	113	"9219"
3375894	"EML3"	"M2"	3375894	"chr11"	"-"	"62369698"	"62379972"	152	"256364"
3375999	"C11orf48"	"M20"	3375999	"chr11"	"-"	"62430296"	"62440576"	84	"102288414"
3376023	"UBXN1"	"M20"	3376023	"chr11"	"-"	"62443974"	"62446574"	84	"51035"
3376121	"ZBTB3"	"M20"	3376121	"chr11"	"-"	"62515791"	"62521621"	50	"79842"
3376235	"WDR74"	"M20"	3376235	"chr11"	"-"	"62600051"	"62609281"	129	"54663"
3376317	"CHRM1"	"M15"	3376317	"chr11"	"-"	"62674920"	"62689332"	24	"1128"
3376326	"SLC22A6"	"M26"	3376326	"chr11"	"-"	"62693966"	"62752469"	142	"9356"
3376367	"SLC22A8"	"M6"	3376367	"chr11"	"-"	"62759409"	"62800308"	106	"9376"
3376433	"SLC22A25"	""	3376433	"chr11"	"-"	"62931132"	"63010799"	141	"387601"
3376490	"HRASLS5"	"M20"	3376490	"chr11"	"-"	"63228878"	"63258666"	60	"117245"
3376529	"PLA2G16"	"M2"	3376529	"chr11"	"-"	"63341588"	"63384378"	62	"11145"
3376556	"ATL3"	"M2"	3376556	"chr11"	"-"	"63391568"	"63393146"	4	"25923"
3376560	"ATL3"	"M2"	3376560	"chr11"	"-"	"63390071"	"63439444"	124	"25923"
3376677	"RCOR2"	"M20"	3376677	"chr11"	"-"	"63678706"	"63687243"	89	"283248"
3376976	"RASGRP2"	"M20"	3376976	"chr11"	"-"	"64488986"	"64512933"	151	"10235"
3377016	"PYGM"	"M2"	3377016	"chr11"	"-"	"64513871"	"64528187"	107	"5837"
3377091	"MAP4K2"	"M2"	3377091	"chr11"	"-"	"64552392"	"64570713"	209	"5871"
3377177	"CDC42BPG"	"M19"	3377177	"chr11"	"-"	"64590870"	"64612041"	174	"55561"
3377226	"EHD1"	"M20"	3377226	"chr11"	"-"	"64620214"	"64647626"	113	"10938"
3377322	"GPHA2"	"M20"	3377322	"chr11"	"-"	"64701949"	"64703360"	26	"170589"
3377423	"CDCA5"	"M1"	3377423	"chr11"	"-"	"64835499"	"64851673"	68	"113130"
3377569	"SLC25A45"	"M2"	3377569	"chr11"	"-"	"65138858"	"65151162"	112	"283130"
3377669	"LTBP3"	"M2"	3377669	"chr11"	"-"	"65305992"	"65326795"	198	"4054"
3377752	"MAP3K11"	"M2"	3377752	"chr11"	"-"	"65365230"	"65383117"	105	"4296"
3377789	"RELA"	"M20"	3377789	"chr11"	"-"	"65420280"	"65447915"	107	"5970"
3377988	"FOSL1"	""	3377988	"chr11"	"-"	"65657539"	"65670903"	72	"8061"
3378024	"EIF1AD"	"M20"	3378024	"chr11"	"-"	"65764016"	"65770063"	60	"84285"
3378072	"GAL3ST3"	"M20"	3378072	"chr11"	"-"	"65809350"	"65816651"	48	"89792"
3378159	"YIF1A"	"M20"	3378159	"chr11"	"-"	"66051681"	"66056613"	68	"10897"
3378183	"CD248"	"M26"	3378183	"chr11"	"-"	"66081967"	"66084950"	20	"57124"
3378191	"RIN1"	"M2"	3378191	"chr11"	"-"	"66099542"	"66104052"	68	"9610"
3378210	"BRMS1"	"M20"	3378210	"chr11"	"-"	"66104817"	"66112708"	68	"25855"
3378228	"B3GNT1"	"M2"	3378228	"chr11"	"-"	"66112873"	"66115130"	40	"11041"
3378281	"MRPL11"	"M20"	3378281	"chr11"	"-"	"66202550"	"66234199"	45	"65003"
3378320	"ZDHHC24"	"M2"	3378320	"chr11"	"-"	"66291646"	"66313661"	60	"254359"
3378344	"CTSF"	"M2"	3378344	"chr11"	"-"	"66330944"	"66336075"	85	"8722"
3378411	"RBM4B"	"M20"	3378411	"chr11"	"-"	"66424602"	"66445363"	77	"83759"
3378541	"PC"	"M2"	3378541	"chr11"	"-"	"66615999"	"66725912"	198	"5091"
3378830	"CORO1B"	"M20"	3378830	"chr11"	"-"	"67205526"	"67211550"	76	"57175"
3378934	"CDK2AP2"	"M20"	3378934	"chr11"	"-"	"67273647"	"67276141"	67	"10263"
3378957	"CABP2"	""	3378957	"chr11"	"-"	"67286393"	"67292081"	59	"51475"
3378983	"C11orf72"	""	3378983	"chr11"	"-"	"67370351"	"67374177"	19	"100505621"
3379063	"ACY3"	"M2"	3379063	"chr11"	"-"	"67410027"	"67418185"	82	"91703"
3379269	"UNC93B1"	"M2"	3379269	"chr11"	"-"	"67758102"	"67772431"	108	"81622"
3379390	"SUV420H1"	"M20"	3379390	"chr11"	"-"	"67922337"	"67981862"	179	"51111"
3379452	"C11orf24"	"M20"	3379452	"chr11"	"-"	"68028807"	"68042070"	82	"53838"
3379644	"CPT1A"	"M2"	3379644	"chr11"	"-"	"68522090"	"68610512"	211	"1374"
3379708	"MRPL21"	"M14"	3379708	"chr11"	"-"	"68611613"	"68671278"	89	"219927"
3379744	"MRGPRD"	""	3379744	"chr11"	"-"	"68713940"	"68749118"	58	"116512"
3379777	"MRGPRF"	"M19"	3379777	"chr11"	"-"	"68771867"	"68798951"	79	"116535"
3380065	"CCND1"	"M2"	3380065	"chr11"	"-"	"69467720"	"69473187"	56	"220064"
3380080	"ORAOV1"	"M2"	3380080	"chr11"	"-"	"69466637"	"69490188"	128	"220064"
3380181	"FGF3"	"M17"	3380181	"chr11"	"-"	"69610904"	"69699371"	212	"2248"
3380769	"KRTAP5-11"	""	3380769	"chr11"	"-"	"71292966"	"71318690"	44	"440051"
3380996	"C11orf51"	"M14"	3380996	"chr11"	"-"	"71817430"	"71823779"	64	"25906"
3381150	"PDE2A"	"M15"	3381150	"chr11"	"-"	"72287189"	"72385453"	321	"5138"
3381377	"FCHSD2"	"M20"	3381377	"chr11"	"-"	"72546105"	"72853286"	448	"9873"
